Date,State,PM25,PM10,NO2,Humidity,Temperature,Month,DayOfWeek
2024-09-02,Maharashtra,369.7107640069638,465.62757732030104,60.31821242457285,46.519419014418474,13.365703288581233,9,0
2024-09-03,Punjab,336.4168037903886,261.92008370884236,32.82899599890655,23.368213194878784,25.191729137594034,9,1
2024-09-04,Gujarat,101.98119848304493,370.36414579689784,41.19618946136977,56.56836635776784,34.80433255915925,9,2
2024-09-05,Delhi,190.40908242826916,145.2823920906955,10.441871596928182,76.89396306101446,18.457522158641318,9,3
2024-09-06,Delhi,84.69510572324862,99.95409297776365,82.8605858144879,63.01740796451095,31.676261764290025,9,4
2024-09-07,Punjab,118.31865488179153,89.35101686977343,20.79279776391927,22.5606554283423,12.600017088601508,9,5
2024-09-08,Karnataka,76.26136394672831,109.38479031371767,71.268171578704,33.22274136788053,30.872603699729087,9,6
2024-09-09,Karnataka,218.42584075041228,283.8954856342839,69.17231239474754,44.21191407635932,11.956829679743853,9,0
2024-09-10,Maharashtra,373.57516092367,498.1443237472853,96.90786898162493,67.38549113929412,29.86442892944489,9,1
2024-09-11,Maharashtra,146.0032004013241,79.00480596077853,72.00018444641336,80.24326797949854,39.538660060382675,9,2
2024-09-12,Gujarat,362.8402081874209,173.02937338208227,35.080232968037194,27.72273280549553,15.427265790665668,9,3
2024-09-13,Delhi,193.28381887515587,330.93009910325327,41.33746160431133,48.70167720753561,41.63835221614994,9,4
2024-09-14,Karnataka,100.13131150196126,79.46029547466378,34.662492718131375,83.80801947916602,35.88693144937528,9,5
2024-09-15,Punjab,364.7625898016832,113.34055341740334,44.44288630026219,35.87766016495667,28.08593813200336,9,6
2024-09-16,Gujarat,181.21383505656476,59.693301880299856,14.233578588693359,24.619486471938608,21.117875139441388,9,0
2024-09-17,Punjab,309.44466944581654,132.6279609337662,87.77818619312265,23.538058036504943,42.75779077422003,9,1
2024-09-18,Karnataka,346.30891661195034,210.57792518304743,27.96519531826217,52.09665580861924,20.649513887981037,9,2
2024-09-19,Maharashtra,398.5284661363026,250.89774466713928,56.6387553678124,53.899446772012865,14.55072090886057,9,3
2024-09-20,Karnataka,328.1264127541763,445.98411755756206,83.21288660250605,37.40882064648221,18.257168761516365,9,4
2024-09-21,Karnataka,307.7678934213449,480.56879404081064,84.42888055365323,60.23505067036364,14.312562279484856,9,5
2024-09-22,Karnataka,60.22673334376592,400.7498441444278,72.42072296154389,81.85084980882604,14.960134337865345,9,6
2024-09-23,Karnataka,57.72077899661442,419.7706875461153,85.78689443224981,81.87189128580283,11.476397931918546,9,0
2024-09-24,Punjab,371.8112846182067,204.00767168502853,45.664981546032365,27.13997234839583,10.415006704246395,9,1
2024-09-25,Punjab,161.2600454987008,350.8436498545121,65.21139379657667,31.40210524639946,24.412588236728965,9,2
2024-09-26,Gujarat,146.66575644816254,90.56896862903287,88.11569590439373,40.99747694996556,19.393438489358044,9,3
2024-09-27,Karnataka,300.385354423739,495.10293696495614,65.83216144786462,82.49045102805597,44.349568687476264,9,4
2024-09-28,Gujarat,302.4002048479623,89.59722783125002,50.82616087933154,55.25412048261559,26.738815384640144,9,5
2024-09-29,Gujarat,139.61777904707264,350.20124813968977,55.230167620877566,72.05448212914251,20.55003357402134,9,6
2024-09-30,Gujarat,378.71337997297684,52.14050057476637,71.45764088383024,37.68252617375608,24.177824447732753,9,0
2024-10-01,Maharashtra,347.3355620867615,398.61494148078395,27.214554184430966,70.43864832042404,39.01583920165236,10,1
2024-10-02,Delhi,328.0224578489678,323.00023892806666,29.95585181231201,52.70818621816947,32.33690918778836,10,2
2024-10-03,Punjab,64.93473168333296,203.1757976339868,13.606450805558895,23.401445061249984,41.239691226153724,10,3
2024-10-04,Karnataka,164.76353805807074,52.565998019621915,98.98966969609803,23.08251286722412,37.597518739095165,10,4
2024-10-05,Karnataka,314.4111537477562,435.7033424926945,26.563367153797298,54.136796725895124,10.5338069088335,10,5
2024-10-06,Gujarat,50.272272094777406,299.98978725955175,60.12902795982702,77.21522445132103,29.491481758735862,10,6
2024-10-07,Delhi,335.1199567954306,274.51789428140165,70.39957842085204,59.6014838985238,43.85697566374435,10,0
2024-10-08,Maharashtra,273.03754677833626,66.07181508922763,31.86603552426576,28.521950014331516,34.2516459349623,10,1
2024-10-09,Delhi,188.65364157738452,371.03513849787043,73.95998654505206,54.85125118714707,28.544792524670438,10,2
2024-10-10,Maharashtra,176.47039059441633,381.94727693034383,19.151375268605968,81.83748699730444,13.743772137851352,10,3
2024-10-11,Punjab,75.43526351978318,142.62721721310737,68.24476206641057,41.90799022957562,43.185870699792424,10,4
2024-10-12,Punjab,244.7245992826569,327.1846415906146,39.134104665238695,72.23438623301497,19.585507354513798,10,5
2024-10-13,Delhi,332.90301351317845,401.34511919109934,88.57709402515779,32.20515282877692,43.811991269765436,10,6
2024-10-14,Maharashtra,39.73565643360797,497.6255968139722,97.23068996944528,78.88245832506486,18.651959163010694,10,0
2024-10-15,Delhi,130.60109101335044,109.71208831856632,52.60579967256112,21.26598568871377,36.682948718632105,10,1
2024-10-16,Maharashtra,160.86526625174562,85.22026523418998,22.684967882220505,62.636907639596394,38.629217066688,10,2
2024-10-17,Gujarat,357.03938335098456,158.18179301918417,41.70032786037348,53.156766030768125,11.990481038758258,10,3
2024-10-18,Punjab,173.18092108427092,340.51034987248414,77.3908494177385,30.491019375451817,26.43831356259775,10,4
2024-10-19,Karnataka,322.78760004822533,302.6637154798021,23.035555786251145,33.322848499424914,25.7326856272835,10,5
2024-10-20,Maharashtra,394.6318268792801,352.8527072465457,32.05120185077481,43.39335581188479,38.77941532762046,10,6
2024-10-21,Gujarat,123.17629275645888,146.86811642457218,24.5205274161312,55.57633120565946,43.50567815402751,10,0
2024-10-22,Gujarat,71.21590014085393,274.02321837411245,48.19377295229176,59.99686186343255,42.36877737003741,10,1
2024-10-23,Delhi,394.5942058004159,266.6267203504494,30.377283719665733,71.51551088083042,38.16663041405868,10,2
2024-10-24,Delhi,233.56956251914792,105.57143475471298,21.251006100518644,86.85252232135642,36.23408062787367,10,3
2024-10-25,Maharashtra,96.18315410843199,154.21327562757284,10.805477753757183,46.25957046443621,28.18629633607844,10,4
2024-10-26,Maharashtra,154.27931029052337,74.14682277098325,71.65319841311201,39.77681189217166,42.58782682749631,10,5
2024-10-27,Gujarat,303.34652334270965,97.82771356462266,46.553176282361875,25.44048997096813,13.036192872976528,10,6
2024-10-28,Punjab,314.27846391887306,100.93969729419511,78.29488937517132,50.63455320456481,40.12949908614378,10,0
2024-10-29,Punjab,116.36619073582501,408.85272579564395,59.81980300519792,76.8154396737495,29.457578478046283,10,1
2024-10-30,Gujarat,125.07751954150592,358.94591877330754,90.02616422760276,30.404029131237127,24.83342102327513,10,2
2024-10-31,Punjab,290.27552928661333,485.4463255075203,71.44107382166189,81.68752633213322,23.82468188575277,10,3
2024-11-01,Maharashtra,54.31733867237142,137.617049416739,70.20392382781259,43.66064363372847,10.052445950575253,11,4
2024-11-02,Karnataka,119.16874183251181,141.6050283555491,97.18716892279647,74.43272332016817,36.65838754907081,11,5
2024-11-03,Karnataka,370.8682524076198,267.60233820918313,99.51141830039286,47.29556558725203,24.691960595783,11,6
2024-11-04,Punjab,332.45730108629635,125.25389161686458,74.08431521252318,52.257176600895214,32.269622991544566,11,0
2024-11-05,Karnataka,39.6995982303951,88.4817102028102,37.263855766986026,75.60534441597585,11.136536665641257,11,1
2024-11-06,Delhi,253.8324264672226,209.119227287958,32.4134158024584,63.64931875514369,29.405811834329047,11,2
2024-11-07,Maharashtra,278.6540595731683,299.01207562176614,82.28583455912238,89.61444009105904,18.95255165324761,11,3
2024-11-08,Karnataka,296.27391992448526,268.0789337448263,60.89486413545908,71.44860439047469,10.318652531830852,11,4
2024-11-09,Gujarat,319.822083454528,355.61491538954084,38.437080803311645,45.995516202286765,30.133066027042762,11,5
2024-11-10,Gujarat,315.27578226573286,349.77354585937456,61.464645781877714,37.15078807797909,20.387743922366177,11,6
2024-11-11,Gujarat,37.649997299190034,141.86873451829058,23.569622388220978,38.978261050303736,22.929305534762936,11,0
2024-11-12,Maharashtra,262.6444854351372,107.26104559656784,72.27965601284076,70.45905467830097,16.485329244508833,11,1
2024-11-13,Gujarat,323.57499736236696,273.0109778982978,34.10332710787101,50.0366440969395,29.43779542359083,11,2
2024-11-14,Delhi,62.14641638176635,320.66757186631327,51.77271982690668,36.72822937094175,30.779479925102926,11,3
2024-11-15,Maharashtra,260.02862948050745,344.97561958359427,44.04875148193406,23.633048219326593,32.158992961422605,11,4
2024-11-16,Delhi,153.65562979536094,254.8384255248223,34.3624442228895,31.587917152687304,28.295267284371974,11,5
2024-11-17,Delhi,382.2162068764804,191.5120817465105,11.68222780555282,57.56797839368678,24.330713818920202,11,6
2024-11-18,Delhi,115.27761774412781,379.82687025462195,72.27785623436047,66.7975984565906,21.393265047601762,11,0
2024-11-19,Karnataka,44.28443605078418,491.2174373956776,57.4799963279456,35.46360750191333,16.999928773804758,11,1
2024-11-20,Karnataka,248.25428222061572,205.26071143035392,18.934834676823172,80.58560730998862,21.457320456131065,11,2
2024-11-21,Punjab,75.92648781947688,276.6870397854308,53.283914169655425,22.359570097727087,12.838583042085068,11,3
2024-11-22,Delhi,36.243309900979824,446.488153331939,11.44527744719818,20.143669998690022,15.696808619901226,11,4
2024-11-23,Gujarat,146.2652216315123,378.6311398966231,77.53161398772689,47.22417968300029,44.328995036209314,11,5
2024-11-24,Maharashtra,255.8901076485499,367.1058159810848,63.09324498180999,46.79921588910334,28.77178935513756,11,6
2024-11-25,Karnataka,230.4710685576374,174.14959104534086,76.84858582859465,38.878724877833506,44.16103493271671,11,0
2024-11-26,Gujarat,271.8447934034472,428.02066084336064,67.4974647736637,55.42945939763641,32.413607167764354,11,1
2024-11-27,Gujarat,384.1803928622479,82.67688696417275,63.76676259245168,64.64131898920448,44.68991024577963,11,2
2024-11-28,Maharashtra,125.76201224606368,400.77451717379347,11.465537548844871,81.24924167266784,32.13142029986078,11,3
2024-11-29,Gujarat,166.73517936268829,67.3359316469274,63.010979418930454,89.81227932042934,28.28083460730829,11,4
2024-11-30,Karnataka,226.77001860803657,438.6690194173813,77.35103917770371,89.69079168574606,43.21155047809956,11,5
2024-12-01,Karnataka,247.54047792353526,334.12739919469635,72.94303396035326,79.65879142716146,17.888341862573192,12,6
2024-12-02,Punjab,291.0564474585651,439.360688786742,61.79890620218269,39.0722663957321,22.12110407636463,12,0
2024-12-03,Punjab,250.94853512633452,218.0907451958716,33.951201825952715,49.152797702959546,22.127658458908314,12,1
2024-12-04,Gujarat,128.0696406799379,309.0224027641845,33.610543910160686,69.97875837897541,44.358887626982764,12,2
2024-12-05,Karnataka,250.7146250538289,242.14216005264066,11.11631998865496,84.45971324748926,28.794943320435387,12,3
2024-12-06,Karnataka,246.755600752179,221.67513808725852,69.4581100470103,54.00876267201183,20.05811024178372,12,4
2024-12-07,Maharashtra,322.20823572038205,147.59168994944528,84.47777578422568,42.404734304843636,25.928584311551475,12,5
2024-12-08,Punjab,67.46085932286928,332.82973895108285,10.211280484216866,40.62631197120416,25.535310447366548,12,6
2024-12-09,Maharashtra,350.4766321268764,156.95854904456826,43.31102680670092,37.888213896448065,24.838879334556857,12,0
2024-12-10,Gujarat,385.08601958122034,88.09057634970435,11.135559468435721,38.16632817152292,18.3162841890586,12,1
2024-12-11,Delhi,176.4667037277325,367.284349325161,17.33537896492635,48.31923771677806,22.319001462464055,12,2
2024-12-12,Karnataka,239.10014848948492,492.19998803006655,53.21557492481362,67.71790403021213,29.30086797886126,12,3
2024-12-13,Delhi,146.85926581539553,184.55515892399666,57.87536367059702,31.59626408685213,36.41390076790249,12,4
2024-12-14,Maharashtra,243.68402869687955,459.33934552635344,29.012939392463068,59.91125512196881,23.498620785978588,12,5
2024-12-15,Punjab,51.37322787016522,124.94679415572206,40.671079030633194,81.6640591430722,10.304250734969543,12,6
2024-12-16,Karnataka,198.21614701833042,408.4576188410501,78.68780874424533,46.93093932669001,42.025658586713796,12,0
2024-12-17,Maharashtra,236.81356133879737,76.44954026543435,16.59471907944776,86.81003343186921,41.44308133846759,12,1
2024-12-18,Gujarat,198.85886739257683,328.9953379279523,56.94242024956701,24.467993673980768,19.227666110087632,12,2
2024-12-19,Punjab,397.84788037707455,172.02562620509238,30.40703400940437,72.56297284024535,27.010281668532098,12,3
2024-12-20,Gujarat,39.031491562049126,257.74519832343134,23.003810521333893,42.10383655021744,31.911539246813586,12,4
2024-12-21,Punjab,292.1813894577046,130.80333297081594,43.20092640997549,78.79305585142986,26.94720689096368,12,5
2024-12-22,Punjab,343.0414348568648,64.41908397897566,49.54873516157196,27.406877343052226,29.372377430957897,12,6
2024-12-23,Maharashtra,83.0543500466146,455.82029874767954,61.182610306667286,55.32393967480006,32.87020815586292,12,0
2024-12-24,Karnataka,353.72969964697035,336.81909046316605,86.63864490016411,89.5070439562902,40.260931762786825,12,1
2024-12-25,Punjab,163.8242945520865,450.13351481663824,27.667463645866412,27.052761382355676,31.348859143574824,12,2
2024-12-26,Punjab,32.49843616734458,50.803096475483464,46.928590983697624,33.48588171544216,22.08488161792216,12,3
2024-12-27,Gujarat,163.52264961952096,440.6225044879449,56.388715416630916,75.07943022653544,19.426916337471823,12,4
2024-12-28,Gujarat,65.31734513941572,76.88081332817774,59.583631290843186,38.936894219887684,16.66790155997446,12,5
2024-12-29,Karnataka,157.39224118419884,166.4469819907926,69.52920290579411,79.07279798365843,13.590323457111644,12,6
2024-12-30,Maharashtra,146.65791126324388,468.40339199177697,85.71997513209966,87.25302596487333,18.532450236721196,12,0
2024-12-31,Karnataka,341.8518055812946,412.4083352895142,53.915568080912706,66.7711903585386,21.09783574030009,12,1
2025-01-01,Gujarat,354.2210214945115,353.0539432545035,21.29363751665319,89.2370470974127,43.49037025113453,1,2
2025-01-02,Karnataka,186.68188188062788,121.00351411683754,74.29787016842543,50.82550279519455,29.94568424132556,1,3
2025-01-03,Karnataka,187.77330742330017,57.10495519079064,53.202738172417924,34.98236776640057,19.573435659707798,1,4
2025-01-04,Gujarat,127.69285695678275,62.078900311194985,79.13226424774727,41.695061514249986,23.98326701949748,1,5
2025-01-05,Punjab,201.20294319479436,219.96902874972585,35.775589306881095,44.85079912074798,26.01336368122011,1,6
2025-01-06,Punjab,396.56303394467915,445.2380456870417,28.876785971873154,57.76304538566688,20.53073672931602,1,0
2025-01-07,Maharashtra,202.16698299637423,176.31738817415496,16.98171494157916,86.93752333053635,11.479716577938383,1,1
2025-01-08,Maharashtra,172.9670538599526,210.99218930125986,29.336990066622473,29.813100967024628,44.44483686377108,1,2
2025-01-09,Gujarat,362.1189013719117,297.0443528068856,46.92741981370758,74.02734295848163,22.173816792845606,1,3
2025-01-10,Gujarat,274.6593819868467,109.76721574426331,48.488607435345536,49.582788724005155,34.787371929297706,1,4
2025-01-11,Delhi,343.6528912753297,344.31775175825027,30.19218931659394,74.91669248350696,17.308589033950255,1,5
2025-01-12,Punjab,182.28362807818922,123.14903931674486,85.95249059840924,40.51541819858782,26.198246141565434,1,6
2025-01-13,Delhi,292.29003934561274,463.05762819685333,48.61788566667904,84.88560009873615,34.9085607077793,1,0
2025-01-14,Punjab,69.62070431801615,188.95227837635716,13.342154803284712,41.255091910144195,20.768167335116395,1,1
2025-01-15,Delhi,375.5139967387827,451.2171250055778,55.59904687753585,42.607144002682254,20.111231164112944,1,2
2025-01-16,Karnataka,238.4040696663271,262.9174782727657,37.347278976819254,74.50052660953513,35.798534568875745,1,3
2025-01-17,Delhi,114.05658151557412,193.09289362664697,10.320735953415758,20.023037588280896,27.52223240805385,1,4
2025-01-18,Gujarat,200.38521528085397,97.67121473351452,25.650174341424925,63.986608488887946,44.82082050309084,1,5
2025-01-19,Karnataka,284.5173774679062,122.24112721839761,74.99788556415648,30.075558476825435,20.560626127450924,1,6
2025-01-20,Maharashtra,356.7870913636581,311.6160374819386,10.395067700048276,33.6324094833809,11.569914672420552,1,0
2025-01-21,Gujarat,68.46368353437457,63.647665566693185,41.40605230368121,37.21906238433925,12.181282819549716,1,1
2025-01-22,Gujarat,335.5402165401191,128.968660771443,41.3634113200372,43.712408730367855,43.46275912387638,1,2
2025-01-23,Delhi,137.78244553992354,303.620730470424,50.25809083679452,55.28718052214222,12.589180976910885,1,3
2025-01-24,Karnataka,211.7064325090473,170.52811941907595,54.8498202373144,53.663009843351794,33.02810967825792,1,4
2025-01-25,Punjab,382.46733094766205,345.972995702658,70.32997930466512,59.821480874032815,17.74042343050605,1,5
2025-01-26,Maharashtra,91.83192435072783,392.4849811097336,66.66170664327771,80.20396652416082,10.426025513323921,1,6
2025-01-27,Delhi,273.0664073313353,307.23762122804584,10.682668960447067,31.353082473040345,30.62530893024677,1,0
2025-01-28,Punjab,100.54917269145675,103.59061977684625,48.39585101133908,31.69704991411608,27.28432331573223,1,1
2025-01-29,Delhi,272.3295548109322,374.3570522700264,84.06919438771187,87.51139585300498,37.27185015630468,1,2
2025-01-30,Karnataka,326.5993869720743,145.44276088536841,50.575093043662214,42.52790959318986,23.17627594155205,1,3
2025-01-31,Maharashtra,305.66864782286984,101.22774745606665,59.88780784709258,29.42640472130194,26.81510398093974,1,4
2025-02-01,Karnataka,43.00854063665973,362.2593635117214,84.24681399790076,20.566876232427486,15.818757629244312,2,5
2025-02-02,Delhi,181.1958947869354,319.5948853322777,39.873354803956076,21.02794878415655,31.667181318706923,2,6
2025-02-03,Delhi,104.17189881066189,483.7799165907313,84.50995066580892,76.19279827164371,11.930859891072227,2,0
2025-02-04,Punjab,379.4369957059021,167.347306525551,97.63073448402761,45.659901497981245,38.405659889788666,2,1
2025-02-05,Gujarat,175.18118607140454,480.2686706480783,97.0459435029431,54.05816632318379,11.69937292150478,2,2
2025-02-06,Delhi,246.55869788359487,142.89213354272397,22.179265832860715,88.27991882115113,25.97346175987959,2,3
2025-02-07,Maharashtra,385.62461902928004,90.86989409391731,94.04946322502994,30.986253673921638,43.24502508593588,2,4
2025-02-08,Punjab,66.20684999222424,472.1971307214149,79.5416331688863,43.34387780729318,39.390021382774464,2,5
2025-02-09,Gujarat,176.89038451345024,88.89756595493674,48.09951612321196,88.168758044235,26.171540813567926,2,6
2025-02-10,Punjab,231.5001770233952,61.94521868210664,62.614898544412625,76.89597086821651,28.088580054251572,2,0
2025-02-11,Gujarat,30.891398447232344,133.97029709874695,68.83674675321197,65.25823010593479,16.6641097468181,2,1
2025-02-12,Karnataka,329.15159723004814,429.1408640774897,51.81194277352937,55.84840081773012,11.463923646345513,2,2
2025-02-13,Punjab,370.3422677842395,402.7041489368713,15.215673747880178,36.15676998968618,41.205021012905874,2,3
2025-02-14,Karnataka,388.7057972776388,374.6609679307651,32.098598528348234,88.70694673220667,37.95466773471162,2,4
2025-02-15,Delhi,249.5851528303249,422.7630818567871,45.68455080937578,48.19498129172199,38.034810840488774,2,5
2025-02-16,Karnataka,289.5385282749968,120.62478530013077,74.53100258303849,70.9785874837695,37.80377362637501,2,6
2025-02-17,Gujarat,189.2852637393879,470.28065223981645,72.8698423563961,43.48245450129252,25.908169008501808,2,0
2025-02-18,Gujarat,365.9415675023536,54.447113850187534,20.442353627289272,25.031219740339594,40.87119214677378,2,1
2025-02-19,Karnataka,339.7193467359836,399.62713354986516,94.89390743376002,32.46709210489051,17.300868605144377,2,2
2025-02-20,Karnataka,174.62675086648466,410.12425384688083,98.15078725925216,41.99593151475452,11.931941644492227,2,3
2025-02-21,Gujarat,360.0177697036141,204.72500102357998,37.667296550178875,82.88255438298508,39.73513975195453,2,4
2025-02-22,Maharashtra,125.82962916592219,225.56739159993586,28.42289154683844,35.7098660701977,18.535733535358695,2,5
2025-02-23,Punjab,307.9825488392866,209.2109482666566,10.449379254550049,51.23374405180806,41.012169567553826,2,6
2025-02-24,Karnataka,44.48448364555643,149.12993160959752,60.507252149289734,59.37451600161202,43.14938681570107,2,0
2025-02-25,Punjab,76.72015168043683,187.48426653666795,45.57853018059813,56.66694462325544,18.03329388539708,2,1
2025-02-26,Delhi,84.16705041941178,98.8703591237311,63.112473854919635,28.342498178812473,39.02553146813451,2,2
2025-02-27,Punjab,148.4203873078976,343.409503977198,68.98135122476403,52.79909029741521,15.007765741377453,2,3
2025-02-28,Gujarat,245.4894188497291,320.5520804013274,38.647817347447734,33.64597923591427,24.490647551347966,2,4
2025-03-01,Maharashtra,128.145960754665,298.8663761362683,93.96046764480054,62.15302022062898,17.330906697452264,3,5
2025-03-02,Punjab,340.20397471436473,267.08894589564795,28.08929590161427,54.40539660900937,37.16688168435733,3,6
2025-03-03,Maharashtra,257.5768435232581,164.63720024731145,38.513008893543265,68.38620172987645,24.153101099074615,3,0
2025-03-04,Gujarat,194.51138910088812,491.04979276387104,22.12610964459084,81.6025686257831,18.15919143015381,3,1
2025-03-05,Karnataka,75.2522754411505,167.78824390656527,84.24062785772908,56.98237179176193,21.56978810064211,3,2
2025-03-06,Gujarat,377.394239583022,204.37163964545763,38.48590308040639,63.758796264184376,11.162474025861455,3,3
2025-03-07,Punjab,155.71101757471916,121.47894522624506,91.22878818916693,20.731360858304615,31.25115930163238,3,4
2025-03-08,Punjab,35.39399565218215,380.51683347662237,90.60729431445473,26.15981152741481,14.525784256003451,3,5
2025-03-09,Punjab,378.48205338937123,116.46925060946887,19.300258958099548,54.02540392846851,14.21796350563253,3,6
2025-03-10,Karnataka,139.41582801812615,237.70358469130613,64.7639841509168,79.50216885345282,17.60460280291665,3,0
2025-03-11,Delhi,270.90478831379824,244.06469158285574,25.78559784083464,28.532289821301518,38.98899257987482,3,1
2025-03-12,Maharashtra,343.89973024592547,245.33332922861277,38.687036680387344,71.05191027942169,12.899939926961387,3,2
2025-03-13,Gujarat,221.01612003339747,388.08227711507345,76.27951309997535,55.86944025683118,19.563444174312565,3,3
2025-03-14,Delhi,82.14719342918141,194.10838819622256,49.80975207363996,61.7143607320317,40.4031095316863,3,4
2025-03-15,Karnataka,386.5490721752983,95.45998321407905,77.48841258268308,86.72849803130681,24.298376109450963,3,5
2025-03-16,Delhi,75.56723434738024,151.89923271260608,34.25355312926624,51.79204498214855,43.84415704235387,3,6
2025-03-17,Delhi,263.8100282333614,346.22984352933736,40.71898376214334,66.40685157612097,25.151882329938108,3,0
2025-03-18,Maharashtra,110.84000776145929,321.21344930488254,48.74158225274912,32.506594928927015,18.723349557224964,3,1
2025-03-19,Karnataka,161.02345297011115,305.58353231819325,93.36541827596798,37.02209962138517,28.29469873771332,3,2
2025-03-20,Maharashtra,393.7769961067454,400.1512119231912,36.65899614540319,76.65036048413042,15.19409105089819,3,3
2025-03-21,Gujarat,330.63595544691077,281.69722564405396,85.51368428681948,82.51320895352106,19.04386990372322,3,4
2025-03-22,Punjab,348.29518084219546,434.4925726752782,91.24249439133128,21.234136370360478,37.83411038842994,3,5
2025-03-23,Delhi,205.24439471069948,422.0568024107154,77.00245486661208,23.162065445500083,30.40369577332896,3,6
2025-03-24,Maharashtra,127.36980801815066,451.9898404553055,69.94744785816366,28.848694480057382,20.298028650027078,3,0
2025-03-25,Punjab,44.41470288131702,57.076197328309384,62.90891944502082,43.79736891230148,39.05823152896719,3,1
2025-03-26,Punjab,306.87030946065,443.6101572423529,14.60851418902585,27.65951653292402,23.377655428870025,3,2
2025-03-27,Maharashtra,383.3059320486961,360.4518975410398,83.16983166021154,85.96323518563096,11.134640494714287,3,3
2025-03-28,Gujarat,172.56779705345093,359.85143768376116,42.69344283992241,54.2259046743289,30.75529208399947,3,4
2025-03-29,Punjab,394.94604306152655,174.94631201913379,34.726360287613296,26.84209753915949,41.68836024869508,3,5
2025-03-30,Maharashtra,179.87797919244053,406.24155864650805,70.55373133449687,56.39352316870288,30.234220603413345,3,6
2025-03-31,Maharashtra,80.27069092872676,147.79693160342646,59.044511414476794,50.48790998970599,33.539825482138774,3,0
2025-04-01,Karnataka,102.63012294740086,138.88226290271172,60.399539966741486,33.56269783896511,10.161249441589803,4,1
2025-04-02,Maharashtra,344.9851009555816,122.81799905295318,40.24894712390861,34.74061103447288,21.880287661011614,4,2
2025-04-03,Delhi,181.35186666282627,356.0486965109872,16.031946150003115,26.779524214666004,19.78830347014371,4,3
2025-04-04,Gujarat,87.78853215368179,371.7296708964478,52.76303970320802,62.6757147444999,32.90027033133182,4,4
2025-04-05,Punjab,153.79854207189805,366.9311443375981,54.598054315535755,76.39324842451933,30.50891834179813,4,5
2025-04-06,Gujarat,290.78540454944783,249.44886369140053,23.790385742547805,87.98447630052814,28.791223149709094,4,6
2025-04-07,Punjab,67.3810218641084,413.83567355591623,87.46523165566171,67.60532084546901,41.2475575797403,4,0
2025-04-08,Karnataka,387.6697461126761,482.33320743604,40.48233544505527,31.11386477682181,19.338234681935916,4,1
2025-04-09,Karnataka,92.98390566993501,50.38480431268472,32.327643334289895,22.54012680169636,42.89055164867582,4,2
2025-04-10,Maharashtra,294.5662824319334,194.63783465601176,69.37147110674879,33.297143447333994,42.71053858501287,4,3
2025-04-11,Punjab,227.67696589478973,251.91716011338332,21.31902263052167,36.495460594936404,30.448309363465867,4,4
2025-04-12,Karnataka,338.18885328956344,172.31530803707415,30.343837369354723,88.16106284857348,41.584430411592066,4,5
2025-04-13,Delhi,369.0104458916985,129.73316214313627,67.77415386500851,24.955390319032674,12.406366628807957,4,6
2025-04-14,Karnataka,156.20482241787357,239.20953090504312,97.04110880932996,43.519704167710415,35.25377043911071,4,0
2025-04-15,Punjab,134.30879195497786,487.6092968260397,36.947155967857356,40.251441381580705,11.144729703384272,4,1
2025-04-16,Delhi,379.84167254979826,263.2107795557271,52.33012922076777,76.49136496563564,34.3089313110078,4,2
2025-04-17,Gujarat,97.33094996336227,397.5175803240854,49.75257160946911,65.70933682462191,41.728509207413225,4,3
2025-04-18,Delhi,363.77463446651734,161.33707867917167,66.12563546483646,41.87447319378331,42.6776680601153,4,4
2025-04-19,Karnataka,102.44996605926957,326.8835081064446,26.590282401663266,73.11668336354677,11.90776562577673,4,5
2025-04-20,Delhi,312.58654617342773,453.01418992806964,16.82714060934084,40.847742945139274,35.9850980860778,4,6
2025-04-21,Karnataka,147.24271504241682,198.08583055433468,42.00893283812963,65.5826768013774,38.19366078590469,4,0
2025-04-22,Karnataka,56.86643730473176,135.52631112653444,47.20846948572841,34.8739197582897,39.60143503925755,4,1
2025-04-23,Punjab,115.32947807598948,398.11155490098497,42.661379859662745,81.4442565710013,11.396995999751754,4,2
2025-04-24,Maharashtra,76.12763679343345,361.53975555865367,40.6021853332791,23.16355262612828,32.11038252449036,4,3
2025-04-25,Delhi,296.6562304217441,237.41469897660997,47.543618930943104,67.17657555261317,17.707264312638998,4,4
2025-04-26,Punjab,270.09382855825504,462.40283098071376,14.91058803568226,68.7350453701649,25.17457476206816,4,5
2025-04-27,Karnataka,81.77826359599604,245.77687322521388,78.2366633939176,69.93930588768728,27.58075123254315,4,6
2025-04-28,Maharashtra,66.21512361188327,137.35200831883708,37.7130241955658,61.532993252845245,14.305122173390867,4,0
2025-04-29,Delhi,274.87862969917614,220.90981903758257,79.64065762262167,79.96261799314561,26.206422369334046,4,1
2025-04-30,Punjab,52.00106268857182,82.27195401452451,20.68803405304112,58.85982442800644,34.812958107476916,4,2
2025-05-01,Gujarat,368.0260006242447,383.4391963955271,72.53261701962225,65.96485030335633,38.13217147684752,5,3
2025-05-02,Punjab,198.4811930050503,162.15756734678888,16.68026333070147,54.76773900344176,36.509372201281494,5,4
2025-05-03,Gujarat,393.12699844383206,82.0463361599983,73.26238676949457,36.96081950631999,43.402422174388406,5,5
2025-05-04,Punjab,31.803951711495696,112.3711252555018,88.58380975092238,85.59051918691242,27.47930604300603,5,6
2025-05-05,Karnataka,313.6228148127027,367.09030275200644,31.356386551882174,50.94573846150746,34.76651834480964,5,0
